1980-01-01,37,TMAX
1980-01-01,14,TMIN
1980-01-02,33,TMAX
1980-01-02,28,TMIN
1980-01-03,38,TMAX
1980-01-03,31,TMIN
1980-01-04,30,TMAX
1980-01-04,18,TMIN
1980-01-05,32,TMAX
1980-01-05,21,TMIN
1980-01-06,31,TMAX
1980-01-06,28,TMIN
1980-01-07,41,TMAX
1980-01-07,28,TMIN
1980-01-08,39,TMAX
1980-01-08,11,TMIN
1980-01-09,41,TMAX
1980-01-09,34,TMIN
1980-01-10,34,TMAX
1980-01-10,34,TMIN
1980-01-11,43,TMAX
1980-01-11,15,TMIN
1980-01-12,34,TMAX
1980-01-12,19,TMIN
1980-01-13,40,TMAX
1980-01-13,34,TMIN
1980-01-14,31,TMAX
1980-01-14,16,TMIN
1980-01-15,34,TMAX
1980-01-15,32,TMIN
1980-01-16,32,TMAX
1980-01-16,21,TMIN
1980-01-17,38,TMAX
1980-01-17,24,TMIN
1980-01-18,32,TMAX
1980-01-18,15,TMIN
1980-01-19,36,TMAX
1980-01-19,12,TMIN
1980-01-20,35,TMAX
1980-01-20,15,TMIN
1980-01-21,39,TMAX
1980-01-21,33,TMIN
1980-01-22,37,TMAX
1980-01-22,18,TMIN
1980-01-23,40,TMAX
1980-01-23,28,TMIN
1980-01-24,48,TMAX
1980-01-24,22,TMIN
1980-01-25,35,TMAX
1980-01-25,25,TMIN
1980-01-26,30,TMAX
1980-01-26,11,TMIN
1980-01-27,32,TMAX
1980-01-27,22,TMIN
1980-01-28,38,TMAX
1980-01-28,16,TMIN
1980-02-01,39,TMAX
1980-02-01,17,TMIN
1980-02-02,42,TMAX
1980-02-02,25,TMIN
1980-02-03,46,TMAX
1980-02-03,13,TMIN
1980-02-04,44,TMAX
1980-02-04,34,TMIN
1980-02-05,40,TMAX
1980-02-05,20,TMIN
1980-02-06,36,TMAX
1980-02-06,21,TMIN
1980-02-07,34,TMAX
1980-02-07,25,TMIN
1980-02-08,32,TMAX
1980-02-08,14,TMIN
1980-02-09,37,TMAX
1980-02-09,31,TMIN
1980-02-10,39,TMAX
1980-02-10,27,TMIN
1980-02-11,41,TMAX
1980-02-11,17,TMIN
1980-02-12,36,TMAX
1980-02-12,30,TMIN
1980-02-13,43,TMAX
1980-02-13,16,TMIN
1980-02-14,36,TMAX
1980-02-14,34,TMIN
1980-02-15,41,TMAX
1980-02-15,11,TMIN
1980-02-16,38,TMAX
1980-02-16,33,TMIN
1980-02-17,43,TMAX
1980-02-17,32,TMIN
1980-02-18,36,TMAX
1980-02-18,34,TMIN
1980-02-19,42,TMAX
1980-02-19,20,TMIN
1980-02-20,46,TMAX
1980-02-20,15,TMIN
1980-02-21,40,TMAX
1980-02-21,30,TMIN
1980-02-22,41,TMAX
1980-02-22,17,TMIN
1980-02-23,49,TMAX
1980-02-23,12,TMIN
1980-02-24,49,TMAX
1980-02-24,19,TMIN
1980-02-25,35,TMAX
1980-02-25,14,TMIN
1980-02-26,44,TMAX
1980-02-26,10,TMIN
1980-02-27,44,TMAX
1980-02-27,14,TMIN
1980-02-28,35,TMAX
1980-02-28,22,TMIN
1980-03-01,68,TMAX
1980-03-01,47,TMIN
1980-03-02,75,TMAX
1980-03-02,47,TMIN
1980-03-03,60,TMAX
1980-03-03,43,TMIN
1980-03-04,71,TMAX
1980-03-04,37,TMIN
1980-03-05,67,TMAX
1980-03-05,44,TMIN
1980-03-06,57,TMAX
1980-03-06,49,TMIN
1980-03-07,61,TMAX
1980-03-07,49,TMIN
1980-03-08,67,TMAX
1980-03-08,51,TMIN
1980-03-09,58,TMAX
1980-03-09,51,TMIN
1980-03-10,73,TMAX
1980-03-10,43,TMIN
1980-03-11,73,TMAX
1980-03-11,53,TMIN
1980-03-12,75,TMAX
1980-03-12,39,TMIN
1980-03-13,62,TMAX
1980-03-13,54,TMIN
1980-03-14,56,TMAX
1980-03-14,53,TMIN
1980-03-15,69,TMAX
1980-03-15,40,TMIN
1980-03-16,77,TMAX
1980-03-16,42,TMIN
1980-03-17,56,TMAX
1980-03-17,40,TMIN
1980-03-18,68,TMAX
1980-03-18,41,TMIN
1980-03-19,65,TMAX
1980-03-19,54,TMIN
1980-03-20,71,TMAX
1980-03-20,53,TMIN
1980-03-21,64,TMAX
1980-03-21,43,TMIN
1980-03-22,72,TMAX
1980-03-22,36,TMIN
1980-03-23,68,TMAX
1980-03-23,50,TMIN
1980-03-24,63,TMAX
1980-03-24,40,TMIN
1980-03-25,61,TMAX
1980-03-25,48,TMIN
1980-03-26,62,TMAX
1980-03-26,36,TMIN
1980-03-27,72,TMAX
1980-03-27,39,TMIN
1980-03-28,69,TMAX
1980-03-28,39,TMIN
1980-04-01,64,TMAX
1980-04-01,51,TMIN
1980-04-02,60,TMAX
1980-04-02,52,TMIN
1980-04-03,76,TMAX
1980-04-03,39,TMIN
1980-04-04,61,TMAX
1980-04-04,44,TMIN
1980-04-05,55,TMAX
1980-04-05,49,TMIN
1980-04-06,55,TMAX
1980-04-06,47,TMIN
1980-04-07,63,TMAX
1980-04-07,37,TMIN
1980-04-08,60,TMAX
1980-04-08,54,TMIN
1980-04-09,71,TMAX
1980-04-09,44,TMIN
1980-04-10,63,TMAX
1980-04-10,51,TMIN
1980-04-11,71,TMAX
1980-04-11,40,TMIN
1980-04-12,75,TMAX
1980-04-12,46,TMIN
1980-04-13,58,TMAX
1980-04-13,40,TMIN
1980-04-14,65,TMAX
1980-04-14,42,TMIN
1980-04-15,71,TMAX
1980-04-15,36,TMIN
1980-04-16,61,TMAX
1980-04-16,43,TMIN
1980-04-17,72,TMAX
1980-04-17,53,TMIN
1980-04-18,56,TMAX
1980-04-18,37,TMIN
1980-04-19,55,TMAX
1980-04-19,54,TMIN
1980-04-20,55,TMAX
1980-04-20,41,TMIN
1980-04-21,71,TMAX
1980-04-21,46,TMIN
1980-04-22,58,TMAX
1980-04-22,40,TMIN
1980-04-23,66,TMAX
1980-04-23,46,TMIN
1980-04-24,78,TMAX
1980-04-24,36,TMIN
1980-04-25,61,TMAX
1980-04-25,51,TMIN
1980-04-26,56,TMAX
1980-04-26,41,TMIN
1980-04-27,74,TMAX
1980-04-27,47,TMIN
1980-04-28,77,TMAX
1980-04-28,36,TMIN
1980-05-01,71,TMAX
1980-05-01,52,TMIN
1980-05-02,58,TMAX
1980-05-02,38,TMIN
1980-05-03,75,TMAX
1980-05-03,40,TMIN
1980-05-04,69,TMAX
1980-05-04,47,TMIN
1980-05-05,77,TMAX
1980-05-05,42,TMIN
1980-05-06,72,TMAX
1980-05-06,54,TMIN
1980-05-07,73,TMAX
1980-05-07,51,TMIN
1980-05-08,77,TMAX
1980-05-08,41,TMIN
1980-05-09,69,TMAX
1980-05-09,43,TMIN
1980-05-10,56,TMAX
1980-05-10,42,TMIN
1980-05-11,57,TMAX
1980-05-11,51,TMIN
1980-05-12,64,TMAX
1980-05-12,41,TMIN
1980-05-13,77,TMAX
1980-05-13,47,TMIN
1980-05-14,56,TMAX
1980-05-14,47,TMIN
1980-05-15,67,TMAX
1980-05-15,35,TMIN
1980-05-16,75,TMAX
1980-05-16,39,TMIN
1980-05-17,77,TMAX
1980-05-17,36,TMIN
1980-05-18,79,TMAX
1980-05-18,52,TMIN
1980-05-19,64,TMAX
1980-05-19,43,TMIN
1980-05-20,60,TMAX
1980-05-20,37,TMIN
1980-05-21,68,TMAX
1980-05-21,45,TMIN
1980-05-22,66,TMAX
1980-05-22,35,TMIN
1980-05-23,69,TMAX
1980-05-23,44,TMIN
1980-05-24,77,TMAX
1980-05-24,51,TMIN
1980-05-25,73,TMAX
1980-05-25,52,TMIN
1980-05-26,55,TMAX
1980-05-26,37,TMIN
1980-05-27,77,TMAX
1980-05-27,54,TMIN
1980-05-28,70,TMAX
1980-05-28,52,TMIN
1980-06-01,89,TMAX
1980-06-01,55,TMIN
1980-06-02,83,TMAX
1980-06-02,57,TMIN
1980-06-03,88,TMAX
1980-06-03,61,TMIN
1980-06-04,93,TMAX
1980-06-04,63,TMIN
1980-06-05,84,TMAX
1980-06-05,68,TMIN
1980-06-06,89,TMAX
1980-06-06,62,TMIN
1980-06-07,81,TMAX
1980-06-07,59,TMIN
1980-06-08,94,TMAX
1980-06-08,67,TMIN
1980-06-09,86,TMAX
1980-06-09,62,TMIN
1980-06-10,78,TMAX
1980-06-10,56,TMIN
1980-06-11,85,TMAX
1980-06-11,60,TMIN
1980-06-12,86,TMAX
1980-06-12,59,TMIN
1980-06-13,76,TMAX
1980-06-13,59,TMIN
1980-06-14,84,TMAX
1980-06-14,61,TMIN
1980-06-15,80,TMAX
1980-06-15,60,TMIN
1980-06-16,94,TMAX
1980-06-16,58,TMIN
1980-06-17,90,TMAX
1980-06-17,56,TMIN
1980-06-18,84,TMAX
1980-06-18,55,TMIN
1980-06-19,82,TMAX
1980-06-19,61,TMIN
1980-06-20,82,TMAX
1980-06-20,66,TMIN
1980-06-21,92,TMAX
1980-06-21,67,TMIN
1980-06-22,90,TMAX
1980-06-22,69,TMIN
1980-06-23,77,TMAX
1980-06-23,65,TMIN
1980-06-24,89,TMAX
1980-06-24,61,TMIN
