2000-01-01,34,TMAX
2000-01-01,33,TMIN
2000-01-02,41,TMAX
2000-01-02,30,TMIN
2000-01-03,45,TMAX
2000-01-03,34,TMIN
2000-01-04,35,TMAX
2000-01-04,18,TMIN
2000-01-05,40,TMAX
2000-01-05,32,TMIN
2000-01-06,30,TMAX
2000-01-06,24,TMIN
2000-01-07,41,TMAX
2000-01-07,10,TMIN
2000-01-08,34,TMAX
2000-01-08,28,TMIN
2000-01-09,31,TMAX
2000-01-09,20,TMIN
2000-01-10,42,TMAX
2000-01-10,10,TMIN
2000-01-11,32,TMAX
2000-01-11,25,TMIN
2000-01-12,39,TMAX
2000-01-12,33,TMIN
2000-01-13,32,TMAX
2000-01-13,17,TMIN
2000-01-14,49,TMAX
2000-01-14,26,TMIN
2000-01-15,43,TMAX
2000-01-15,26,TMIN
2000-01-16,44,TMAX
2000-01-16,19,TMIN
2000-01-17,41,TMAX
2000-01-17,12,TMIN
2000-01-18,45,TMAX
2000-01-18,30,TMIN
2000-01-19,48,TMAX
2000-01-19,27,TMIN
2000-01-20,35,TMAX
2000-01-20,13,TMIN
2000-01-21,47,TMAX
2000-01-21,27,TMIN
2000-01-22,44,TMAX
2000-01-22,18,TMIN
2000-01-23,32,TMAX
2000-01-23,25,TMIN
2000-01-24,40,TMAX
2000-01-24,17,TMIN
2000-01-25,44,TMAX
2000-01-25,16,TMIN
2000-01-26,36,TMAX
2000-01-26,27,TMIN
2000-01-27,33,TMAX
2000-01-27,23,TMIN
2000-01-28,32,TMAX
2000-01-28,24,TMIN
2000-02-01,48,TMAX
2000-02-01,11,TMIN
2000-02-02,45,TMAX
2000-02-02,24,TMIN
2000-02-03,48,TMAX
2000-02-03,28,TMIN
2000-02-04,49,TMAX
2000-02-04,16,TMIN
2000-02-05,41,TMAX
2000-02-05,22,TMIN
2000-02-06,47,TMAX
2000-02-06,27,TMIN
2000-02-07,30,TMAX
2000-02-07,26,TMIN
2000-02-08,42,TMAX
2000-02-08,12,TMIN
2000-02-09,33,TMAX
2000-02-09,33,TMIN
2000-02-10,35,TMAX
2000-02-10,28,TMIN
2000-02-11,40,TMAX
2000-02-11,24,TMIN
2000-02-12,34,TMAX
2000-02-12,16,TMIN
2000-02-13,41,TMAX
2000-02-13,16,TMIN
2000-02-14,30,TMAX
2000-02-14,23,TMIN
2000-02-15,42,TMAX
2000-02-15,14,TMIN
2000-02-16,35,TMAX
2000-02-16,20,TMIN
2000-02-17,41,TMAX
2000-02-17,22,TMIN
2000-02-18,42,TMAX
2000-02-18,20,TMIN
2000-02-19,42,TMAX
2000-02-19,16,TMIN
2000-02-20,43,TMAX
2000-02-20,17,TMIN
